1079,Lynn Lake, Canada
1080,La Grande, Canada
1081,Stony Rapids, Canada
1082,Cagliari, Italy
1083,Ottumwa, IA
1084,Aalborg, Denmark
1085,Marietta, GA
1086,Fairford, United Kingdom
1087,Hachijo Jima Island, Japan
1088,Andes, Colombia
1089,Laoag, Philippines
1090,Annapolis, MD
1091,Tirana, Albania
1092,Funchal, Portugal
1093,Inuvik, Canada
1094,Stauning, Denmark
1095,Ancona, Italy
1096,Ovda, Israel
1097,Barrancabermeja, Colombia
1098,Kaohsiung, Taiwan
1099,Tainan, Taiwan
1100,Goldsboro, NC
1101,Neuquen, Argentina
1102,Manta, Ecuador
1103,Huron, SD
1104,Bologna, Italy
1105,Aberdeen, MD
1106,Orenburg, Russia (European)
1107,Brandon, United Kingdom
1108,Ciudad Obregon, Mexico
1109,Lago Agrio, Ecuador
1110,Mogadishu, Somalia
1111,Abuja, Nigeria
1112,Mejit Island, Marshall Islands
1113,Greenwood, SC
1114,Inagua, Bahamas
1115,Cartago, Colombia
1116,Oran, Algeria
1117,Petropavlovsk-Kamchatsky, Russia (Asian)
1118,Peru, IN
1119,White River, Canada
1120,New Iberia, LA
1121,Ft. Collins/Loveland, CO
1122,Fallon, NV
1123,St. Mary's, MD
1124,Roma, TX
1125,Wendover, UT
1126,Smyrna, TN
1127,Lompoc, CA
1128,Escanaba, MI
1129,Las Cruces, NM
1130,Naples, FL
1131,Temple, TX
1132,Owensboro, KY
1133,Peterson's Point, AK
1134,Blytheville, AR
1135,Marathon, FL
1136,Yuzhno-Sakhalinsk, Russia (Asian)
1137,Baku, Azerbaijan
1138,Ufa, Russia (European)
1139,Kerema, Papua New Guinea
1140,Mount House, Australia
1141,Sungei Tekai, Malaysia
1142,South Andros, Bahamas
1143,Sao Jose Dos Campos, Brazil
1144,Misima Island, Papua New Guinea
1145,Durango, Mexico
1146,Morioka, Japan
1147,Beloit/Janesville, WI
1148,Masada, Israel
1149,Tacna, Peru
1150,Palestine, TX
1151,Palma Mallorca, Spain
1152,Churchill, Canada
1153,Liberia, Costa Rica
1154,Aviano, Italy
1155,Tauta, Papua New Guinea
1156,Lake City, FL
1157,Pewek, Russia (Asian)
1158,Medicine Hat, Canada
1159,Karup, Denmark
1160,Trenton, Canada
1161,Manzanillo, Cuba
1162,The Pas, Canada
1163,Manama, Bahrain Island
1164,Doha, Qatar
1165,Alcantara, Brazil
1166,Santiago, Dominican Republic
1167,Tokushima, Japan
1168,Anderson, IN
1169,Canobie, Australia
1170,Palermo, Italy
1171,Maues, Brazil
1172,Barbuda, Antigua and Barbuda
1173,Barranca De Upia, Colombia
1174,Nepalganj, Nepal
1175,Plattsburg, NY
1176,Ogoki, Canada
1177,Gauhati, India
1178,Marathon, Canada
1179,Surabaya, Indonesia
1180,Reynosa, Mexico
1181,Kitchener, Canada
1182,Macapa, Brazil
1183,Florence/Sheffld/Tusc., AL
1184,Paros, Greece
1185,Mojave, CA
1186,Paranagua, Brazil
1187,San Andros, Bahamas
1188,In Guezzam, Algeria
1189,Gusan, South Korea
1190,Bowling Green, KY
1191,Cambridge, United Kingdom
1192,Mahe Islands, Seychelles Islands
1193,Djibouti, Djibouti
1194,Fort St. John, Canada
1195,Victoria, TX
1196,Lopez Island, WA
1197,Beckley, WV
1198,Industry, CA
1199,Bradford, PA
1200,Cumberland, MD
1201,Cortez, CO
1202,Clarksburg/Fairmont, WV
1203,Carlsbad, NM
1204,Hobbs, NM
1205,Laramie, WY
1206,Alamogordo, NM
1207,Silver City/Hurley, NM
1208,Alamosa, CO
1209,Watertown, NY
1210,Massena, NY
1211,Ogdensburg, NY
1212,Gallup, NM
1213,Lake Havasu City, AZ
1214,Prescott, AZ
1215,Hays, KS
1216,Great Bend, KS
1217,Goodland, KS
1218,Kingman, AZ
1219,Williamsport, PA
1220,Inyokern, CA
1221,Jamestown, NY
1222,Lamar, CO
1223,Dodge City, KS
1224,Du Bois, PA
1225,Franklin, PA
1226,Eagle, AK
1227,Fort Huachuca, AZ
1228,New London/Groton, CT
1229,Lancaster, PA
1230,Worland, WY
1231,Chalkyitsik, AK
1232,Central, AK
1233,Fort Yukon, AK
1234,Venetie, AK
1235,Beaver, AK
1236,Palmer, AK
1237,Parkersburg, WV
1238,Chicken, AK
1239,Nacogdoches, TX
1240,Humacao, PR
1241,Pontiac, MI
1242,Corsicana, TX
1243,Cocos (Keeling) Islands, Cocos Islands-Australia
1244,Fukushima, Japan
1245,Accra, Ghana
1246,Nanortalik, Greenland - Denmark
1247,Matamoros, Mexico
1248,Earlton, Canada
1249,Shonai, Japan
1250,Warrensburg, MO
1251,Dubai, United Arab Emirates
1252,Iwo Jima, Japan
1253,Montlucon, France
1254,Wawa, Canada
1255,Rabat, Morocco
1256,Madang, Papua New Guinea
1257,Oscoda, MI
1258,Tianjin, China
1259,New Bedford/Fall River, MA
1260,Mianwali, Pakistan
1261,Bermuda Nas, Bermuda-UK
1262,Zaporozh'ye, Ukraine
1263,Pastaza, Ecuador
1264,Alexandria, Arab Republic Of Egypt
1265,Tashkent, Uzbekistan
1266,Ulyanovsk, Russia (European)
1267,Chatham, Canada
1268,Farafangana, Madagascar
1269,Circle Hot Springs, AK
1270,Hultsfred, Sweden
1271,Limbunya, Australia
1272,San Jose, Philippines
1273,Vitoria, Brazil
1274,Cornwall, Canada
1275,Chiclayo, Peru
1276,Dryden, Canada
1277,Yangon, Myanmar
1278,Utapao, Thailand
1279,Sherbrooke, Canada
1280,Timmins, Canada
1281,Edwards, CA
1282,Biarritz, France
1283,Penang, Malaysia
1284,Saguenay, Canada
1285,Sanya, China
1286,Ama, Papua New Guinea
1287,Kerry County, Ireland
1288,Mankato, MN
1289,Hay River, Canada
1290,Crotone, Italy
1291,Hao Island, French Polynesia
1292,Mccook, NE
1293,St. Eustatius, Netherlands Antilles
1294,Young, Australia
1295,Antalya, Turkey
1296,Lethem, Guyana
1297,Vladivostok, Russia (Asian)
1298,Westfield, MA
1299,Basse Terre, Guadeloupe-France
1300,Marrakech, Morocco
1301,Bathurst, Australia
1302,Mountain Home, ID
1303,Biloxi, MS
1304,Shenzhen, China
1305,Tepic, Mexico
1306,Subic Bay, Philippines
1307,Rotuma, Fiji Islands
1308,Macau, Macau
1309,Maracay, Venezuela
1310,Tees-Side, United Kingdom
1311,St. George, Australia
1312,Mount Pleasant, MI
1313,Volgograd, Russia (European)
1314,Monastir, Tunisia
1315,Berne, Switzerland
1316,Clarendon, TX
1317,Vitoria, Spain
1318,Huslia, AK
1319,Kaltag, AK
1320,Tanana, AK
1321,Jackson, MI
1322,Port Huron, MI
1323,Findlay, OH
1324,Connersville, IN
1325,Takotna, AK
1326,Del Rio, TX
1327,Tupelo, MS
1328,Togiak Fish, AK
1329,Greenwood, MS
1330,Nogales, AZ
1331,St. Johns, AZ
1332,Columbia, CA
1333,Circle, AK
1334,Detroit Lakes, MN
1335,Anderson, SC
1336,Brigham City, UT
1337,Mount Vernon, IL
1338,Big Spring, TX
1339,Lima, OH
1340,Crossville, TN
1341,Middletown, OH
1342,Wooster, OH
1343,Stevens Village, AK
1344,Hughes, AK
1345,Noatak, AK
1346,Nulato, AK
1347,Keokuk, IA
1348,Xichang, China
1349,Tunis, Tunisia
1350,Guerima, Colombia
1351,Kunming, China
1352,Basra, Iraq
1353,Bondoukou, Cote d Ivoire (formerly Ivory Coast)
1354,Pinheiro, Brazil
1355,Qingdao, China
1356,El Monte, CA
1357,Paderborn, Germany
1358,Balboa, Panama Republic
1359,Taiyuan, China
1360,Bukhara, Uzbekistan
1361,Bureta, Fiji Islands
1362,Trois Rivieres, Canada
1363,Ciudad Del Este, Paraguay
1364,Salmon Arm, Canada
1365,Bournemouth, United Kingdom
1366,St. Catharines, Canada
1367,Saidu Sharif, Pakistan
1368,El Yopal, Colombia
1369,Leeds/Bradford, United Kingdom
1370,Macae, Brazil
1371,Middle Caicos, Turks and Caicos Islands-UK
1372,Victorville, CA
1373,Dresden, Germany
1374,Bandar Lengeh, Iran
1375,Page, AZ
1376,Council Bluffs, IA
1377,Dawson City, Canada
1378,Baramita, Guyana
1379,Kamuela, HI
1380,Tete, Mozambique
1381,Yeovilton, United Kingdom
1382,Flores, Guatemala
1383,Alotau, Papua New Guinea
1384,Teresina, Brazil
1385,Nogales, Mexico
1386,Mirnyj, Russia (Asian)
1387,Williams Lake, Canada
1388,Arkhangel'sk, Russia (European)
1389,Verona, Italy
1390,North Kingstown, RI
1391,Tucuman, Argentina
1392,Samara, Russia (European)
1393,Danville, VA
1394,Surfers Paradise, Australia
1395,Cape Rodney, Papua New Guinea
1396,Ube, Japan
1397,Yonago, Japan
1398,Shenyang, China
1399,Trujillo, Peru
1400,Macenta, Guinea
1401,Santa Isabel Do Morro, Brazil
1402,Jambi, Indonesia
1403,Manus Isl., Papua New Guinea
1404,Goma, Republic Of Congo
1405,Kennewick, WA
1406,Siuna, Nicaragua
1407,Santarem, Brazil
1408,Tallinn, Estonia
1409,Barahona, Dominican Republic
1410,Hat Yai, Thailand
1411,Bonaventure, Canada
1412,Queretaro, Mexico
1413,Honiara, Solomon Islands
1414,Los Alamos, NM
1415,Muncie/Anderson/Newcastle, IN
1416,Winchester, VA
1417,Goodyear, AZ
1418,Athens, GA
1419,Farmington, MO
1420,Banning, CA
1421,Kokomo/Logansport/Peru, IN
1422,Birch Creek, AK
1423,Morristown, TN
1424,Martinsburg, WV
1425,Coalinga, CA
1426,Fillmore, UT
1427,Benton Harbor/St. Joseph, MI
1428,St. Cloud, MN
1429,Bemidji, MN
1430,Thief River Falls, MN
1431,Grand Rapids, MN
1432,Hancock/Houghton, MI
1433,Ely, MN
1434,Altoona, PA
1435,Chisholm/Hibbing, MN
1436,Kenosha, WI
1437,Rampart, AK
1438,Belleville, IL
1439,Seward, AK
1440,Elim, AK
1441,Mackinac Island, MI
1442,Gold Beach, OR
1443,La Grange, GA
1444,Lawrence, MA
1445,Napuka Islnd, French Polynesia
1446,Attawapiskat, Canada
1447,Mount Pleasant, TX
1448,Nyac, AK
1449,Hahn, Germany
1450,Floro, Norway
1451,Ohakea, New Zealand
1452,Izumo, Japan
1453,Korhogo, Cote d Ivoire (formerly Ivory Coast)
1454,Hickory, NC
1455,Sena Maduereira, Brazil
1456,Malta Island, Malta
1457,Seven Islands, Canada
1458,Bamako, Mali
1459,Blanding, UT
1460,Salta, Argentina
1461,Twentynine Palms, CA
1462,Hall Beach, Canada
1463,Orapa, Botswana
1464,Montserrat, Montserrat
1465,Taegu, South Korea
1466,Asbestos Hill, Canada
1467,Opapamiska Lake, Canada
1468,Norwich, United Kingdom
1469,Humberside, United Kingdom
1470,Patuxent River, MD
1471,Santa Maria, Brazil
1472,Mary's Harbour, Canada
1473,Alpena, MI
1474,Harbin, China
1475,Mandeville, Jamaica
1476,Chania, Greece
1477,Port Lions, AK
1478,Jomo Kenyatta Int, Kenya
1479,Pascagoula, MS
1480,Polyarnyj, Russia (Asian)
1481,Tulare, CA
1482,Ahmedabad, India
1483,Pyong Yang, North Korea
1484,Shelton, WA
1485,Chimbote, Peru
1486,Orocue, Colombia
1487,Asahikawa, Japan
1488,Clarks Point, AK
1489,Beaver Inlet, AK
1490,Calcutta, India
1491,Brno, Czech Republic
1492,Russe, Bulgaria
1493,Bhamo, Myanmar
1494,Maseru, Lesotho
1495,Alenquer, Brazil
1496,Nashua, NH
1497,Latacunga, Ecuador
1498,Tampere, Finland
1499,Bangalore, India
1500,Lae, Papua New Guinea
1501,Alicante, Spain
1502,Powell River, Canada
1503,Krakow, Poland
1504,Eagle Pass, TX
1505,Big Delta, AK
1506,Houma, LA
1507,Roosevelt, UT
1508,Decatur, AL
1509,Carlsbad, CA
1510,El Centro, CA
1511,Houlton, ME
1512,Bettles, AK
1513,Utopia, AK
1514,Millinocket, ME
1515,Cut Bank, MT
1516,Denali National Park, AK
1517,Gainesville, GA
1518,Bagdad, AZ
1519,St. Joseph, MO
1520,Pickens, SC
1521,Waterbury, CT
1522,Truckee, CA
1523,Hondo, TX
1524,Winder, GA
1525,Port Said, Arab Republic Of Egypt
1526,Jabiru, Australia
1527,Madera, CA
1528,Goba, Ethiopia
1529,Puerto Deseado, Argentina
1530,Asosa, Ethiopia
1531,Laarbruch, Germany
1532,Lost Harbor, AK
1533,Ciudad Del Carmen, Mexico
1534,Chino, CA
1535,Pine Cay, Turks and Caicos Islands-UK
1536,Puerto Rico, Bolivia
1537,Swift Current, Canada
1538,Port Harcourt, Nigeria
1539,Cape Eleuthera, Bahamas
1540,Atqasuk, AK
1541,Alamos, Mexico
1542,Crisciuma, Brazil
1543,Calipatria, CA
1544,Maicao, Colombia
1545,Oviedo, Spain
1546,Pa-An, Myanmar
1547,Carnarvon, Australia
1548,Cortina D'ampezzo, Italy
1549,Rhodes, Greece
1550,Orebro, Sweden
1551,Tuktoyaktuk, Canada
1552,Port Hardy, Canada
1553,Bromont, Canada
1554,Satu Mare, Romania
1555,Porto Velho, Brazil
1556,Maitland, Australia
1557,Londrina, Brazil
1558,Gloucester/Cheltenham, United Kingdom
1559,Davao, Philippines
1560,Esmeraldas, Ecuador
1561,Digby Island, Canada
1562,Angers, France
1563,Bosaso, Somalia
1564,Cat Cay, Bahamas
1565,Skwentna, AK
1566,Changsha, China
1567,Lvov, Ukraine
1568,Klagenfurt, Austria
1569,Mayo, Canada
1570,Moultrie/Thomasville Airport, GA
1571,Tuxtla Gutierrez, Mexico
1572,Genting, Malaysia
1573,Fort Myers, FL
1574,Guayaramerin, Bolivia
1575,Tapachula, Mexico
1576,Pretoria, Republic Of South Africa
1577,Tehachapi, CA
1578,Menongue, Angola
1579,Campbeltown, United Kingdom
1580,Cape Gloucester, Papua New Guinea
1581,Oshawa, Canada
1582,Colonia, Uruguay
1583,Daru, Papua New Guinea
1584,Melilla, Spain
1585,Pelotas, Brazil
1586,Rocky Mount, NC
1587,Clinton, OK
1588,Douglas, AZ
1589,Eagle River, WI
1590,Broomfield, CO
1591,Anaktuvuk Pass, AK
1592,Chandalar, AK
1593,Wainwright, AK
1594,Point Lay, AK
1595,Coldfoot, AK
1596,Athens, TN
1597,Jamestown, ND
1598,Marshall, MN
1599,Renton, WA
1600,Koyukuk, AK
1601,Bedford, IN
1602,Ambler, AK
1603,Dhala, Yemen
1604,Stony River, AK
1605,Bird Island, Seychelles Islands
1606,Lahore, Pakistan
1607,Pasto, Colombia
1608,Galcaio, Somalia
1609,Kirkuk, Iraq
1610,Cat Island, Bahamas
1611,Labasa, Fiji Islands
1612,Manokotak, AK
1613,Brueggen, Germany
1614,Santa Rosa, Bolivia
1615,Eindhoven, Netherlands
1616,Mayaguana, Bahamas
1617,Planadas, Colombia
1618,Willow Grove, PA
1619,Candle, AK
1620,Camaguey, Cuba
1621,Lotusvale, Australia
1622,Puttaparthi, India
1623,San Antonio, Venezuela
1624,Marudi, Malaysia
1625,Falmouth, MA
1626,Middlemount, Australia
1627,Alma, MI
1628,Sandnessjoen, Norway
1629,Reykjavik, Iceland
1630,Coll Island, United Kingdom
1631,Nonouti, Kiribati (Gilbert and Canton Islands)
1632,Ciudad Mante, Mexico
1633,Taszar, Bosnia and Herzegovina
1634,Mompos, Colombia
1635,Salt Cay, Turks and Caicos Islands-UK
1636,Sagarai, Papua New Guinea
1637,St. Croix, VI
1638,Tuzla, Bosnia and Herzegovina
1639,Nevis, St. Kitts and Nevis
1640,Nakashibetsu, Japan
1641,Anaco, Venezuela
1642,Bom Jesus Da Lapa, Brazil
1643,Derby, Australia
1644,Ponta Pelada, Brazil
1645,Laurel/Hattiesburg, MS
1646,Makoua, Congo
1647,Camden, AR
1648,Boca Raton, FL
1649,Duncan, OK
1650,Hanoi, Vietnam
1651,Skopje, Macedonia
1652,Arthurs Town, Bahamas
1653,Muskoka, Canada
1654,Xi An, China
1655,Milos, Greece
1656,Grenoble, France
1657,Georgetown, DE
1658,Jujuy, Argentina
1659,Rovaniemi, Finland
1660,Magdalena, Bolivia
1661,Zaragoza, Spain
1662,Tanacross, AK
1663,Bria, Central African Republic
1664,Mangochi, Malawi
1665,Egilsstadir, Iceland
1666,Coolawanyah, Australia
1667,Kingston, Canada
1668,Allakaket, AK
1669,Iliamna, AK
1670,Emmonak, AK
1671,Nuiqsut, AK
1672,Marshall, MO
1673,Marion, IN
1674,Ruby, AK
1675,Barter Island, AK
1676,Jonesboro, AR
1677,Manley Hot Springs, AK
1678,Batesville, AR
1679,Shelbyville/Tullahoma, TN
1680,Malden, MO
1681,Brooks Lodge, AK
1682,Arctic Village, AK
1683,Kiana, AK
1684,Minchumina, AK
1685,Muscatine, IA
1686,Tatalina, AK
1687,Elkins, WV
1688,Port Clarence, AK
1689,Point Hope, AK
1690,Umiat, AK
1691,Mattoon/Charleston, IL
1692,Nenana, AK
1693,Illinois Creek, AK
1694,Stillwater, OK
1695,Rice Lake, WI
1696,Selma, AL
1697,Sikeston, MO
1698,Manhattan/Ft. Riley, KS
1699,Minto, AK
1700,Kobuk, AK
1701,Sheboygan, WI
1702,Buckland, AK
1703,Ft. Stockton, TX
1704,Salem, IL
1705,Bryce Canyon, UT
1706,Wapakoneta, OH
1707,Mt. Clemens, MI
1708,Prospect, AK
1709,Beverly, MA
1710,Provo, UT
1711,Marinette, MI
1712,Greeneville, TN
1713,Kotlik, AK
1714,Aleppo, Syrian Arab Republic
1715,Ushuaia, Argentina
1716,Ghardaia, Algeria
1717,Ilo, Peru
1718,Simla, India
1719,Brindisi, Italy
1720,Coventry, United Kingdom
1721,Carmelita, Guatemala
1722,Iqaluit, Canada
1723,Cauayan, Philippines
1724,Beersheba, Israel
1725,Oruro, Bolivia
1726,Coatesville, PA
1727,Durban, Republic Of South Africa
1728,Egegik, AK
1729,Legaspi, Philippines
1730,Memanbetsu, Japan
1731,Bilbao, Spain
1732,Tarakan, Indonesia
1733,Molde, Norway
1734,Neryungri, Russia (Asian)
1735,Amritsar, India
1736,Borroloola, Australia
1737,Boscombe, United Kingdom
1738,Indaselassie, Ethiopia
1739,Ciego De Avila, Cuba
1740,Nieuw Nickerie, Surinam
1741,Puerto Princesa, Philippines
1742,Farnborough, United Kingdom
1743,Enid, OK
1744,Harrogate, United Kingdom
1745,Zlin, Czech Republic
1746,San Fernando, Venezuela
1747,Hearst, Canada
1748,Coonamble, Australia
1749,Deering, AK
1750,Florencia, Colombia
1751,Lorain/Elyria, OH
1752,Andeness, Norway
1753,Augustus Downs, Australia
1754,Puerto Cabello, Venezuela
1755,Tripoli, Libya
1756,Bangui, Central African Republic
1757,Nossi-Be, Madagascar
1758,St. Marie, Madagascar
1759,Kabalo, Republic Of Congo
1760,Sharurah, Saudi Arabia
1761,Avalalava, Madagascar
1762,Rio Branco, Brazil
1763,Baghdad, Iraq
1764,Pattani, Thailand
1765,Quang Ngai, Vietnam
1766,Minsk, Belarus
1767,Chengdu, China
1768,Lyndonville, VT
1769,Selief Bay, AK
1770,Somerset, KY
1771,Cape Lisburne, AK
1772,Ocala, FL
1773,Clinton, IA
1774,Independence, KS
1775,Lake Minchumina, AK
1776,Lexington, KY
1777,Bay City, TX
1778,Union City, TN
1779,Craig, CO
1780,Statesville, NC
1781,Hot Springs, AR
1782,London/Corbin, KY
1783,Denton, TX
1784,Lonely, AK
1785,Clarksvle/Ft.Cam/Hopksvle, TN
1786,Dickinson, ND
1787,Salida, CO
1788,Bessemer, AL
1789,Lawrenceville, GA
1790,Waycross, GA
1791,Flora, IL
1792,Zanesville, OH
1793,Scott, KY
1794,Williston, ND
1795,Seymour, IN
1796,False Island, AK
1797,Pine Mountain, GA
1798,Johnstown, PA
1799,Georgetown, KY
1800,Hogatza, AK
1801,Waukegan, IL
1802,Freeport, IL
1803,Savoonga, AK
1804,Craig, AK
1805,Hollister, CA
1806,Dublin, VA
1807,Cresswell Downs, Australia
1808,Proserpine, Australia
1809,La Desirade, Guadeloupe-France
1810,Santo Angelo, Brazil
1811,Mytilene, Greece
1812,Lossiemouth, United Kingdom
1813,Morrisville, VT
1814,Orange, CA
1815,Mahon, Spain
1816,Dracena, Brazil
1817,Cotonou, Benin (Dahomey)
1818,Peace River, Canada
1819,Mamai, Papua New Guinea
1820,Bourke, Australia
1821,Canouan, St. Vincent and North Grenadines
1822,Muscat, Oman
1823,Exuma, Bahamas
1824,Kosice, Slovakia
1825,Annette, AK
1826,Augusta/Waterville, ME
1827,Boufarik, Algeria
1828,Athens, OH
1829,Cumana, Venezuela
1830,Lulea, Sweden
1831,Guacamayas, Colombia
1832,South Molle Island, Australia
1833,Quimper, France
1834,Cienfuegos, Cuba
1835,Adaba, Ethiopia
1836,Diego Garcia I., British Indian Ocean Territory-UK
1837,Moa, Cuba
1838,Colombo, Sri Lanka
1839,Aguan, Papua New Guinea
1840,Kivalina, AK
1841,Noorvik, AK
1842,Red Dog, AK
1843,Shungnak, AK
1844,Angoon, AK
1845,Hoonah, AK
1846,Tenakee, AK
1847,Atka, AK
1848,Akhiok, AK
1849,Karluk, AK
1850,Old Harbor, AK
1851,Igiugig, AK
1852,Chignik Fisheries, AK
1853,Chignik Lagoon, AK
1854,Chignik, AK
1855,Ekwok, AK
1856,Levelock, AK
1857,Kakhonak, AK
1858,Perryville, AK
1859,Nondalton, AK
1860,Pedro Bay, AK
1861,Pilot Point, AK
1862,St. George Island, AK
1863,South Naknek, AK
1864,Alitak, AK
1865,Trident Volcano, AK
1866,Zachar Bay, AK
1867,Gulkana, AK
1868,Mountain Village, AK
1869,University/Oxford, MS
1870,Chuathbaluk, AK
1871,Crooked Creek, AK
1872,Kalskag, AK
1873,Lime Village, AK
1874,Marshall, AK
1875,Nightmute, AK
1876,Red Devil, AK
1877,Russian Mission, AK
1878,Shageluk, AK
1879,Sleetmute, AK
1880,St. Michael, AK
1881,Sheldon Point, AK
1882,Cape Romanzof, AK
1883,Cape Newenham, AK
1884,Gambell, AK
1885,Goodnews Bay, AK
1886,Hooper Bay, AK
1887,Mekoryuk, AK
1888,Toksook, AK
1889,Pilot Station, AK
1890,Platinum, AK
1891,Tununak, AK
1892,Togiak, AK
1893,Chevak, AK
1894,Newtok, AK
1895,Blue Fox Bay, AK
1896,Koyuk, AK
1897,Selawik, AK
1898,Boundary, AK
1899,Tok, AK
1900,False Pass, AK
1901,King Cove, AK
1902,Nelson Lagoon, AK
1903,Hydaburg, AK
1904,Klawock, AK
1905,Thorne Bay, AK
1906,Whale Pass, AK
1907,Koliganek, AK
1908,Ekuk, AK
1909,New Stuyahok, AK
1910,Cube Cove, AK
1911,Chisana, AK
1912,Northway, AK
1913,Diomede Island, AK
1914,Teller Mission, AK
1915,Wales, AK
1916,Portage Creek, AK
1917,Twin Hills, AK
1918,Aleknagik, AK
1919,Dora Bay, AK
1920,Coffman Cove, AK
1921,Nikolski, AK
1922,Akutan, AK
1923,Edna Bay, AK
1924,Naukiti, AK
1925,Port Protection, AK
1926,Golovin, AK
1927,Shaktoolik, AK
1928,Stebbins, AK
1929,White Mountain, AK
1930,Elfin Cove, AK
1931,Galbraith Lake, AK
1932,Healy Lake, AK
1933,Nikolai, AK
1934,Kitoi Bay, AK
1935,Moser Bay, AK
1936,Port Bailey, AK
1937,Seal Bay, AK
1938,Uganik, AK
1939,Fort Sill, OK
1940,Cartersville, GA
1941,Teller, AK
1942,Haines, AK
1943,Skagway, AK
1944,English Bay, AK
1945,Port Graham, AK
1946,Seldovia, AK
1947,Long Island, AK
1948,Hollis, AK
1949,Kasaan, AK
1950,Smith Cove, AK
1951,Saltery Cove, AK
1952,Naknek, AK
1953,Port Alsworth, AK
1954,Pope Vanoy, AK
1955,Gull Cove, AK
1956,Hobart Bay, AK
1957,Kake, AK
1958,Lemesurier Island, AK
1959,Pelican, AK
1960,Bell Island, AK
1961,Deep Bay, AK
1962,Point Baker, AK
1963,Meyers Chuck, AK
1964,Larsen Bay, AK
1965,Ouzinkie, AK
1966,Port Williams, AK
1967,Waterfall, AK
1968,Tin City, AK
1969,West Point, AK
1970,Metlakatla, AK
1971,Shishmaref, AK
1972,Telida, AK
1973,Tetlin, AK
1974,Calder Bay, AK
1975,Hyder, AK
1976,Happy Harbour, AK
1977,Keyes Point, AK
1978,New Chenega, AK
1979,Tatitlek, AK
1980,Drift River, AK
1981,Amook Bay, AK
1982,Excursion Inlet, AK
1983,Trading Bay, AK
1984,Ivanof Bay, AK
1985,Port Moller, AK
1986,Shoal Cove, AK
1987,Darlington, SC
1988,Kuparuk, AK
1989,Chena Hot Springs, AK
1990,Chernofski, AK
1991,Yes Bay, AK
1992,Sitkinak, AK
1993,Akolik, AK
1994,Sparrevohn, AK
1995,Morristown, NJ
1996,Saranac Lake/Lake Placid, NY
1997,Bartletts, AK
1998,Sandy, AK
1999,Painter Creek, AK
2000,Wildman Creek, AK
2001,Telaquana Lake, AK
2002,Twin Lakes, AK
2003,Tyonek, AK
2004,Point Alsworth, AK
2005,Fort Glenn, AK
2006,Crestview, FL
2007,Willmar, MN
2008,Taku Lodge, AK
2009,Kulik Lake, AK
2010,Beluga, AK
2011,Fire Island, AK
2012,Middleton Island, AK
2013,Little Port Walter, AK
2014,Olga Bay, AK
2015,Golden Creek Mine, AK
2016,Medfra, AK
2017,Point Lookout, MO
2018,Storm Lake, IA
2019,Coal Bay, AK
2020,Chignik Lake, AK
2021,Deadmans Bay, AK
2022,Dahl Creek, AK
2023,Baranof, AK
2024,Coffee Point, AK
2025,Big Creek, AK
2026,Bartlett Cove, AK
2027,Mels, AK
2028,Pumice, AK
2029,Katmai Lodge, AK
2030,Flat, AK
2031,Moses Point, AK
2032,Talkeetna, AK
2033,Moab, UT
2034,Fresh Water Bay, AK
2035,Farewell, AK
2036,Onion Bay, AK
2037,Mcdonald Lake, AK
2038,Soldotna, AK
2039,Pack Creek, AK
2040,Port Alexander, AK
2041,Colorado Creek, AK
2042,Miami, OK
2043,Badami, AK
2044,Chelatna Lake Lodge, AK
2045,Willow, AK
2046,American Creek, AK
2047,Kavik River, AK
2048,Hawk Inlet, AK
2049,Alpine, AK
2050,Volcano Bay, AK
2051,View Cove, AK
2052,Chomondely Sound, AK
2053,Kaktovik, AK
2054,Cape Simpson, AK
2055,Kogru River, AK
2056,Funter Bay Alaska, AK
2057,Karta Lake, AK
2058,Donlin Creek, AK
2059,Haycock, AK
2060,Andrews, TX
2061,Big Mountain, AK
2062,Granite Point, AK
2063,Peard Bay, AK
2064,Chatham, AK
2065,Northeast Cape, AK
2066,Shisholik, AK
2067,Kugururok River, AK
2068,Nimiuk Point, AK
2069,Sealing Point, AK
2070,Lik Camp, AK
2071,Port Frederick, AK
2072,Rodman Bay, AK
2073,Duncan Canal, AK
2074,Cooper Lodge, AK
2075,Inagok, AK
2076,Vrems, AK
2077,Nixon Fork Mine, AK
2078,Attu, AK
2079,Clover Bay, AK
2080,Cinder River Lodge, AK
2081,Yantarni Bay, AK
2082,Shirleyville, AK
2083,Jensens Strip, AK
2084,Chomley, AK
2085,Lancaster Cove, AK
2086,Talladega, AL
2087,Red Lake, AK
2088,Chilkat Lake, AK
2089,Nugget Creek, AK
2090,Brooks Lake, AK
2091,Bible Camp, AK
2092,Danger Bay, AK
2093,Tanalian Point, AK
2094,Meshik, AK
2095,Puale Bay, AK
2096,Blair Lakes, AK
2097,Taos, NM
2098,Alliance, NE
2099,Chadron, NE
2100,Rutland, VT
2101,Brownwood, TX
2102,Alexandria, MN
2103,Eastsound, WA
2104,Friday Harbor, WA
2105,Bar Harbor, ME
2106,Block Island, RI
2107,Westerly, RI
2108,Bishop, CA
2109,Glasgow, MT
2110,Havre, MT
2111,Lewistown, MT
2112,Miles City, MT
2113,Wolf Point, MT
2114,Sidney, MT
2115,Brookings, SD
2116,Princeton/Bluefield, WV
2117,Blakely Island, WA
2118,Roche Harbor, WA
2119,Salmon, ID
2120,Rockland, ME
